STL,English,Type
always ( rise (o_xkqWr4j == 2646) -> eventually (rise (yZsB1QJ2R == 7.86)) ),As soon as the value of o_xkqWr4j gets equal to 2646 then in response the event that the value of signal yZsB1QJ2R becomes equal to 7.86 is detected at a certain time instant in the future before the simulation ends.,temporal_response
always [0:1515] ((Y4a > 4 and Y4a < 8) or w == tbnFg),"For each time point within 1515 time units, Y4a will have to be always above 4 and less than 8 or the mode of w must stay in tbnFg.",invariance_reachability
always ( rise (cy1ev == 12) -> eventually [0:97] (always [0:87] (mv == KEsSyjZvK)) ),"Everytime when the event that the cy1ev signal becomes equal to 12 gets detected then the following condition holds: there needs to exist a certain moment starting at most 97 time units finally, after which mv is in KEsSyjZvK then this scenario will sustain consecutively for each time point during the following 87 time units.",stabilization_recurrence
always ( once [0:91] (rise (BVLij == YY_KsBV)) -> (not (CSEM == 0)) until [0:82] (Og_vZSU <= 67.0) ),"Whenever the mode of BVLij would get shifted to YY_KsBV once at a certain time instant during the elapsed 91 time units then consistently the value of signal CSEM isn't equal to 0 until there will be a certain time point in the following 82 time units finally, at which Og_vZSU remains at most 67.0.",temporal_response
always ( sfL >= 73.9 and sfL <= 85.6 -> eventually [0:23.7] (always [0:20] (o7j2PA >= 7 and o7j2PA <= 10)) ),"In the case the value of signal sfL is greater than or equal to 73.9 and no more than 85.6, then all of the following conditions are true: there has to ultimately exist a time after at most 23.7 time units, at which the value of o7j2PA will have to be greater than or equal to 7 and less than or equal to 10 and continuously this scenario will remain for every time instant within 20 time units.",stabilization_recurrence
eventually (IGW < 97 and not (Z48 > 23 and Z48 < 43)),"At a certain moment in the future, the value of signal IGW must be below 97 ultimately, and the value of signal Z48 shall ultimately not be higher than 23 and less than 43.",invariance_reachability
always ( fall (W8F == 46) or Oj < 9 -> fall (aaaojZOBm == 2481) ),"As soon as the event that the value of W8F begins deviating from 46 occurs or Oj is less than 9, then in response the transition action that the value of aaaojZOBm begins deviating from 2481 will get observed without any delay.",immediate_response
always ((rVJSFguor > 4 and rVJSFguor < 10) and (ahTa_02Bs >= 0 and ahTa_02Bs < 10)),"In the future until the end of the execution, the rVJSFguor signal ought to keep larger than 4 and smaller than 10 all the time and the value of ahTa_02Bs ought to always stay at least 0 and less than 10.",invariance_reachability
always ( rise (acXjjiih >= 9.3) -> not ((not (b0JJN >= 85)) until [80.9:92.2] (not rise (GxY3is > 40 and GxY3is < 72))) ),"It is always the case that when the transition action that the acXjjiih signal rises to at least 9.3 is observed then in response the condition that the value of signal b0JJN won't be greater than or equal to 85 till the value of signal GxY3is does not enter the bound (40, 72) eventually at a time during the first 80.9 to 92.2 time units will not be true.",temporal_response
always ( rise (g4mLUAw_ > 5.4) -> fall (jPIT == pXDmPHxZ) ),"Globally, if the event that g4mLUAw_ increases above 5.4 occurs, then all of the following conditions are true: the event that the state of signal jPIT deviates from pXDmPHxZ will have to get observed simultaneously.",immediate_response
always ( r == yFaK -> not (iSmFU <= 1) ),"In the case the mode of r is yFaK, then in response at the same time instant the value of iSmFU isn't at most 1.",immediate_response
eventually (yV0D == JV3lu91s and vOasC > 1629),"There has to be sometime in the future, at which the yV0D signal will keep in JV3lu91s eventually, and the value of vOasC should be higher than 1629 eventually.",invariance_reachability
always ( rise (MpVZ >= 768) -> (T > 1) until [0:5.85] (mh >= 25 and mh <= 80) ),"Globally, whenever the event that the value of MpVZ gets raised to greater than or equal to 768 is detected then the value of signal T should be higher than 1 then this condition uninterruptedly remains until at a certain moment within 5.85 time units the value of mh is greater than or equal to 25 and no more than 80.",temporal_response
always ( rise (BeGXuj < 24) -> R_pZOxo3 == 3 ),"It is always the case that whenever the event that the value of signal BeGXuj goes lower than 24 occurs, then the following condition is true: the value of R_pZOxo3 will be equal to 3 at once.",immediate_response
always ( rise (C25rk == Y72) -> lk20Z <= 2 ),"When the scenario that the mode of C25rk enters Y72 happens, then the following condition holds: the lk20Z signal ought to be promptly less than or equal to 2.",immediate_response
always ( Y3 <= 79 -> always [0:7] (cX39PBay == qNY) ),"Globally, whenever the value of Y3 is less than or equal to 79, then the state of cX39PBay shall stay in qNY without interruption for every time instant in the first 7 time units.",temporal_response
always ( rise (K6Q_0 == 164) -> always (eventually [0.38:2.99] (TdUj5X == MUV2hb)) ),"When the transition action that the value of signal K6Q_0 becomes equal to 164 gets observed, then the following condition holds: for every time point in the future before the end of the simulation at a certain time instant during the next 0.38 to 2.99 time units the state of signal TdUj5X should be in MUV2hb ultimately.",stabilization_recurrence
always ( rise (F_qy == iPUEVDkon) -> rise (UOIjSf == 97) ),"In case that the scenario that the mode of F_qy is shifted to iPUEVDkon is detected, then all of the following conditions are true: the transition action that the value of UOIjSf shifts to 97 will be observed without any delay.",immediate_response
always [0:7] (XP18AwPRdj < 2404),The value of signal XP18AwPRdj will be staying less than 2404 uninterruptedly for every moment within the first 7 time units.,invariance_reachability
eventually [0:92] (fall (YLW2ee >= 207.57 and YLW2ee <= 1573.82)),"Eventually there ought to be a certain time instant within 92 time units, at which the transition action that the value of YLW2ee gets out of the range [207.57, 1573.82] needs to happen.",invariance_reachability
always ( not fall (iA >= 2) -> always [31:74] (Bju78qd <= 0) ),"Globally, when the transition action that the value of iA gets less than 2 doesn't happen then the following condition holds: the value of Bju78qd must be no larger than 0 and then shall stay like that within the following 31 to 74 time units.",temporal_response
always ( EhX > 10 or rise (MK6L34_M > 5) -> eventually [0:23] (always [0:59] (df4F0JDa > 538 and df4F0JDa <= 2655)) ),"As soon as the value of EhX is above 10, or the event that MK6L34_M becomes higher than 5 happens, then in response there must finally exist a certain time instant in the first 23 time units, at which for every time instant in the next 59 time units the value of signal df4F0JDa will be uninterruptedly staying higher than 538 and less than or equal to 2655.",stabilization_recurrence
always ( (jTBJXl_ == ZnOV0Vn) since [95.38:97.74] (ogX6iPwC3 == V7FOntwJD) -> not ((I6bp9 >= 14) until (rise (pkgC0 <= 5.0))) ),"Globally, in case that the state of signal ogX6iPwC3 was once set to V7FOntwJD at a time during the last 95.38 to 97.74 time units, and after this without interruption jTBJXl_ kept in ZnOV0Vn then in response the subsequent condition will not be true: without interruption the I6bp9 signal will keep no less than 14 till the value of pkgC0 drops to less than or equal to 5.0 eventually, which will be observed at a certain time instant in the future before the simulation ends.",temporal_response
always ( historically [0:19.3] (not (P7B7 < 643)) -> not rise (once [19:67] (fall (jFaMaoAt == 3.01))) ),"Globally, in case that consecutively P7B7 was not lower than 643 for the elapsed 19.3 time units, then the following condition shan't change from false to true: there would be sometime in the past 19 to 67 time units, at which once the transition action that the value of jFaMaoAt started deviating from 3.01 would occur.",temporal_response
always ( rise (zRlgG >= 84.39 and zRlgG <= 91.25) -> always (eventually [1465:2120] (dmkWt >= 5 and dmkWt <= 7)) ),"It is always the case that in case that the event that the value of signal zRlgG enters the region [84.39, 91.25] occurs, then all of the following conditions hold: for every time instant in the future before the simulation ends, there should ultimately exist a time within 1465 to 2120 time units, at which dmkWt needs to be no less than 5 and no more than 7.",stabilization_recurrence
always ( fall (zazgB2 == G0V0) -> always [5.36:7.46] (iT_ > 47) ),"In the case the scenario that zazgB2 leaves G0V0 is observed, then the following condition holds: the value of signal iT_ will have to consecutively remain larger than 47 for each time point during the first 5.36 to 7.46 time units.",temporal_response
always [0:30.7] (H == 63 and oceDu <= 10),"For every moment in the first 30.7 time units, H should equal to 63, and the value of oceDu needs to be no more than 10 without interruption.",invariance_reachability
always ( rise (JLJB >= 10) -> (not rise (XZ8GuDL == 6)) until [0:56] (RHKWTqI >= 8 and RHKWTqI <= 9) ),"Globally, if the event that the value of JLJB gets raised to at least 10 happens then the value of signal XZ8GuDL isn't shifted to 6 and should keep like that consecutively till RHKWTqI stays greater than or equal to 8 and less than or equal to 9, which has to be observed at a time within the following 56 time units eventually.",temporal_response
always ( once [0:1092] (vQfvCxyLaW > 34) -> always [0:4] (eventually [0:2834] (cLU >= 0)) ),"Globally, everytime when at sometime before at most 1092 time units, vQfvCxyLaW would keep more than 34 then in response for each moment within the following 4 time units, cLU should remain no less than 0 finally at sometime during the next 2834 time units.",stabilization_recurrence
eventually [0:19] (QztG == 2053 and VHLJ_e9vJ < 9),At sometime starting at most 19 time units the value of QztG needs to be eventually 2053 and VHLJ_e9vJ needs to be ultimately below 9.,invariance_reachability
always ( not rise (QuaCZ == 75) or pjEV < 11 -> Yor2kl0u4 >= 56 ),"If the scenario that QuaCZ becomes equal to 75 doesn't get detected, or the value of signal pjEV is below 11, then in no time Yor2kl0u4 will have to be greater than or equal to 56.",immediate_response
eventually [0:65.81] (rise (uFxZtV9 >= 6) or li <= 9),"At a time in the first 65.81 time units, ultimately the scenario that uFxZtV9 goes to no less than 6 will have to take place or the value of li will have to be less than or equal to 9 eventually.",invariance_reachability
always ( (aCe4XY > 83 and aCe4XY < 90) or not rise (bP == EtueJ) -> not rise (jvWNmXbVt == 3) ),"In the event that the value of aCe4XY is higher than 83 and below 90, or the scenario that the mode of bP is shifted to EtueJ is not observed, then the following condition is true: the transition action that the value of signal jvWNmXbVt gets shifted to 3 should immediately not take place.",immediate_response
always ( always [0:78] (not (F == N2vyRO)) -> always [5.3:8.9] (eventually [8:10] (x6yCShjf3V == 10)) ),"It is always the case that whenever the mode of signal F isn't set to N2vyRO and this condition will be lasting during the following 78 time units then in response for each time instant within the next 5.3 to 8.9 time units at a certain moment during the following 8 to 10 time units, the x6yCShjf3V signal has to keep equal to 10.",stabilization_recurrence
always ( rise (yVhbaTP3j == 85) -> Wbl3 == p_6 ),"Globally, in case that the transition action that the value of signal yVhbaTP3j shifts to 85 gets detected then promptly the Wbl3 signal will be set to p_6.",immediate_response
always ( fall (QqKT5Z9 == 1791) or (Prm >= 620 and Prm <= 2875) -> eventually (Jr9 == 6) ),"In case that the scenario that the value of QqKT5Z9 becomes not set to 1791 occurs, or Prm is greater than or equal to 620 and less than or equal to 2875 then all of the following conditions hold: the Jr9 signal shall finally stay at 6 at a certain time instant in the future before the end of the simulation.",temporal_response
always (oxaa7J == 10 and B_jpCbQHqo <= 8.3),In the future before the end of the execution the oxaa7J signal consistently keeps equal to 10 and continuously the value of B_jpCbQHqo has to be less than or equal to 8.3.,invariance_reachability
always ( not rise (ivOFezh == T1) -> zQnO53m9le >= 93.71 ),"Globally, while the event that the mode of signal ivOFezh gets set to T1 is not observed then the following condition holds: zQnO53m9le will have to be greater than or equal to 93.71 at the same time point.",immediate_response
eventually [0:8] (not fall (O9x >= 164.92) or (D2oxyxMzu >= 6 and D2oxyxMzu <= 10)),"At a time during the first 8 time units, the transition action that O9x gets less than 164.92 oughtn't to be detected eventually, or the value of signal D2oxyxMzu needs to ultimately stay greater than or equal to 6 and less than or equal to 10.",invariance_reachability
always ( s == aK63SkColv or ZhC_ == STua -> not (xtFz > 96 and xtFz < 98) ),"Globally, everytime when s keeps in aK63SkColv or the mode of signal ZhC_ is in STua, then in response instantly xtFz has to be in the outside of the range (96, 98).",immediate_response
always [0:2] (kBAtLZt7u >= 7 and kBAtLZt7u <= 8),kBAtLZt7u must be consecutively greater than or equal to 7 and less than or equal to 8 for every time point during the first 2 time units.,invariance_reachability
always ( fall (HtVP44W == 9) -> eventually (always [0:77] (EmFZVBZk == 1183.0)) ),"Whenever the transition action that the value of signal HtVP44W becomes not set to 9 gets detected, then all of the following conditions are true: there needs to be finally sometime in the future before the end of the simulation, at which the value of signal EmFZVBZk shall equal to 1183.0 then this condition always keeps for each time point during the following 77 time units.",stabilization_recurrence
always ( DHg < 92 and dIXsIBU_1 >= 8.4 -> always [0:85] (eventually [0:1861] (d > 8)) ),"Globally, while the DHg signal is smaller than 92 and dIXsIBU_1 is greater than or equal to 8.4 then the following condition is true: for each time instant in the first 85 time units at a time in the coming 1861 time units, finally the d signal should be larger than 8.",stabilization_recurrence
always ( fall (zQnN5xrUO == 0) -> eventually [8:10] (always (not rise (Sk_jCSc0T >= 5))) ),"Everytime when the scenario that the value of signal zQnN5xrUO starts not equaling to 0 is observed then all of the following conditions are true: there should exist a certain time point in the subsequent 8 to 10 time units ultimately, after which in the future until the end of the execution consecutively the scenario that Sk_jCSc0T gets to greater than or equal to 5 will never be observed.",stabilization_recurrence
always ( rise (yrKFvElqit >= 2792) -> eN8Nj38uB < 1615 ),On condition that the event that the value of yrKFvElqit rises to no less than 2792 happens then the following condition holds: the value of eN8Nj38uB will have to be below 1615 promptly.,immediate_response
always ( WRO == 5 and (N0QNI_I > 2.0 and N0QNI_I < 5.12) -> always [0:56.9] (eventually (NAc4gvhG == 55)) ),"While the value of signal WRO settles to 5, and the value of N0QNI_I is larger than 2.0 and less than 5.12 then for each moment within the subsequent 56.9 time units there will exist sometime in the future before the execution ends finally, at which the NAc4gvhG signal will be equal to 55.",stabilization_recurrence
always ( MJOMERQg3 > 43 -> eventually (pJn6tOLl5E < 1) ),"While the value of MJOMERQg3 is higher than 43 then all of the following conditions are true: finally there will have to be a certain time point in the future before the end of the simulation, at which the value of pJn6tOLl5E ought to be below 1.",temporal_response
always ( once [0:2] (d_R > 5.87) -> rise ((OW5UrE >= 55.27) until (not fall (LqXtqhpTQo == 6.85))) ),"Globally, in case that once there exists a time during the last 2 time units, at which the value of signal d_R will be bigger than 5.87, then the condition that OW5UrE is at least 55.27 consecutively until eventually the value of signal LqXtqhpTQo doesn't begin deviating from 6.85 at sometime in the future should be detected to shift from false to true.",temporal_response
always ( not (T <= 2585) and e == 953 -> (KyTlax7Zk == Uf0cSHN) until [0:76.4] (l == 8) ),"In case that the value of signal T is not no more than 2585, and the e signal is equal to 953, then the following condition holds: the KyTlax7Zk signal will be in Uf0cSHN and then uninterruptedly this scenario continues till l will be equal to 8, which will eventually get detected at a certain moment within the coming 76.4 time units.",temporal_response
always ( ncvldv == 8 and not (Oa0 >= 1767.25) -> vpi6M0LROM == 5 ),"It is always the case that if the value of ncvldv is equal to 8, and the value of Oa0 isn't no less than 1767.25 then the value of signal vpi6M0LROM ought to be 5 in no time.",immediate_response
always ( (t7 > 0 and t7 < 9) or not (d7rq == 2766) -> eventually (always (not rise (W6Jms95P == sTQt28Cijm))) ),"Globally, everytime when t7 is above 0 and less than 9, or the value of signal d7rq isn't equal to 2766 then the following condition is true: there will be finally a time in the future before the end of the simulation, after which continuously the scenario that the W6Jms95P signal gets shifted to sTQt28Cijm won't occur in the future before the end of the simulation.",stabilization_recurrence
always ( fall (FOpjvfM == 7) and not (wzN2WvVJHi == 1108.65) -> r2NI6 == 25 ),"In case that the FOpjvfM signal starts deviating from 7 and the wzN2WvVJHi signal doesn't settle to 1108.65, then the following condition holds: starting without any delay the r2NI6 signal must be 25.",immediate_response
eventually (oZA1op >= 1366 and not (v < 0)),"There will eventually exist a certain time point in the future before the execution ends, at which the value of oZA1op will have to be no less than 1366, and the value of signal v ought not to be below 0.",invariance_reachability
always ( rise (O == kOBoUb_) -> QVJH < 6 and Xxdb == 81 ),"It is always the case that whenever the scenario that O gets changed to kOBoUb_ takes place then the value of QVJH will have to be less than 6 starting without any delay, and the value of Xxdb needs to equal to 81 at once.",immediate_response
always ( not (eWR == 61) or V >= 657 -> W9QXhd <= 8 or Cw7atfJQ == 7 ),"It is always the case that whenever the eWR signal isn't equal to 61, or V keeps greater than or equal to 657 then in response the value of signal W9QXhd ought to be less than or equal to 8 promptly, or Cw7atfJQ will promptly remain on 7.",immediate_response
always [0:93] (EnvnE1mQ1 < 1 and M == 9),"For each moment during the first 93 time units, without interruption the value of EnvnE1mQ1 should keep below 1 and the value of signal M needs to continuously equal to 9.",invariance_reachability
always ( rise (FNt == 2.77) -> eventually [0:2256.15] (A_ >= 0.1 and A_ <= 2.8) ),Everytime when the scenario that the FNt signal gets equal to 2.77 is detected then the value of signal A_ should be eventually at least 0.1 and no larger than 2.8 at a certain moment within the subsequent 2256.15 time units.,temporal_response
always ( rise (vGYkY4C > 62.7 and vGYkY4C < 99.4) -> eventually [0:10] (always (K2YEFQ7Kli > 2 and K2YEFQ7Kli < 9)) ),"Whenever the scenario that the value of vGYkY4C enters the range (62.7, 99.4) is detected then all of the following conditions are true: there must be sometime after at most 10 time units ultimately, at which uninterruptedly the value of signal K2YEFQ7Kli keeps greater than 2 and less than 9 in the future until the end of the simulation.",stabilization_recurrence
always ( rise (FS7RSmf >= 79) -> eventually [0:2.8] (not (t04RmbR >= 3)) ),"Globally, whenever the event that the FS7RSmf signal gets raised to no less than 79 takes place, then the following condition holds: the value of t04RmbR must not be greater than or equal to 3 at a certain time instant within 2.8 time units.",temporal_response
always ( fall (Ze4iI_o > 74 and Ze4iI_o < 94) -> eventually [0:2] (eP == LCSVI0) ),"On condition that the scenario that the Ze4iI_o signal goes out of the bound (74, 94) occurs, then all of the following conditions hold: there needs to exist a certain time instant within 2 time units, at which the mode of signal eP keeps in LCSVI0 ultimately.",temporal_response
always ( (not (co7c > 32)) since [0:10] (JB6_n8_3XT > 6 and JB6_n8_3XT < 9) -> not fall (eventually [6.9:8.9] (IsT7n == ZmJQnsYqH2)) ),"Globally, in case that the value of signal co7c has always not been larger than 32 since at sometime in the elapsed 10 time units, the value of JB6_n8_3XT is greater than 6 and smaller than 9 once then in response the condition that the mode of IsT7n will be ZmJQnsYqH2 ultimately at a certain moment within the first 6.9 to 8.9 time units shouldn't be detected to change from true to false.",temporal_response
always [0:44] (not rise (q0UMuSH >= 48 and q0UMuSH <= 72) and yHl > 10.0),"For every time point during the first 44 time units, continuously the event that the value of q0UMuSH enters the bound [48, 72] doesn't get observed and consecutively yHl remains greater than 10.0.",invariance_reachability
always ( rise (Gmfyh4h4Vq > 2.53 and Gmfyh4h4Vq < 3.83) -> eventually [0:39.4] (always [0:5] (nU3jVdGy == 75)) ),"Globally, whenever Gmfyh4h4Vq enters the region (2.53, 3.83) then in response finally after a certain time instant within the first 39.4 time units, for every time instant in the coming 5 time units, the value of nU3jVdGy shall equal to 75.",stabilization_recurrence
always ( (qHr > 1902 and qHr <= 2348) or xybD < 16 -> rise ((zrj08aQl > 1135 and zrj08aQl < 2925) until [19:45] (B5pLz_ == xPC6Si)) ),"It is always the case that in case that the qHr signal stays higher than 1902 and less than or equal to 2348 or xybD is less than 16, then in response the subsequent condition ought to be detected to change from false to true: the value of signal zrj08aQl is larger than 1135 and smaller than 2925 and then will stay in this interval uninterruptedly till at a certain time point within 19 to 45 time units eventually the state of B5pLz_ remains in xPC6Si.",temporal_response
eventually [0:8] (b == 76),"There needs to be a certain time point after at most 8 time units, at which the b signal must be ultimately 76.",invariance_reachability
eventually [0:908] (YqTXNog >= 10 and I_ == SVL4Y4n),"At a time in the first 908 time units, finally the value of YqTXNog will have to be greater than or equal to 10, and eventually the I_ signal should be set to SVL4Y4n.",invariance_reachability
always ( not (Lk4CAIX_Ov == 6.3) -> T > 2838 ),When the Lk4CAIX_Ov signal isn't equal to 6.3 then the value of signal T will be bigger than 2838 in no time.,immediate_response
always ( rise (Tf >= 2.88) -> always (lK5Npa5ScT > 263 and lK5Npa5ScT < 2978) ),"Globally, everytime when the event that the Tf signal jumps to greater than or equal to 2.88 occurs, then the following condition is true: lK5Npa5ScT should be larger than 263 and less than 2978 then this condition will have to consistently continue in the future till the execution ends.",temporal_response
always ( rise (b <= 21.07) -> Znw == 85 ),"It is always the case that when the event that the b signal drops to less than or equal to 21.07 takes place, then the value of signal Znw shall be 85 simultaneously.",immediate_response
eventually [0:1] (rise (EkqqiDrW == N_QvgF)),The mode of signal EkqqiDrW will change to N_QvgF at sometime within the first 1 time units.,invariance_reachability
eventually [0:49.75] (not rise (OJ47Y == 667)),"There will be a certain time instant during the first 49.75 time units ultimately, at which the event that the OJ47Y signal is shifted to 667 mustn't be detected.",invariance_reachability
always ( Dm <= 17.1 -> always [0:7] (eventually [0:51] (JOL == ChCHtI_)) ),"Globally, during the interval that the Dm signal keeps less than or equal to 17.1, then the following condition is true: for every time instant during the coming 7 time units, at a time after at most 51 time units, the mode of signal JOL will have to be in ChCHtI_.",stabilization_recurrence
always ( a == 50.8 -> eventually [0:27.76] (not (QQ >= 1631)) ),"Globally, when the value of signal a is equal to 50.8 then the following condition is true: there should be a certain time point starting at most 27.76 time units ultimately, at which the value of QQ will not be greater than or equal to 1631.",temporal_response
eventually (R == 93 and not fall (ewO > 44.6 and ewO < 90.67)),"There should be eventually a certain moment in the future before the end of the simulation, at which the R signal shall be 93, and the event that ewO goes out of the bound (44.6, 90.67) shan't get detected.",invariance_reachability
eventually [21:83] (dW7m2 >= 97 and (n > 8 and n < 9)),"There must exist a time starting between 21 to 83 time units, at which eventually the dW7m2 signal should be greater than or equal to 97, and the value of signal n shall be eventually greater than 8 and lower than 9.",invariance_reachability
always ( a == 369 or kx6Iy > 64 -> eventually [0:92] (C_ == 68) ),It is always the case that in case that the a signal is set to 369 or the value of signal kx6Iy is above 64 then all of the following conditions are true: ultimately C_ will be 68 at a time during the first 92 time units.,temporal_response
eventually (not (oir == 538)),"There will finally exist a certain time point in the future before the simulation ends, at which the oir signal shouldn't be 538.",invariance_reachability
always [8:9] (IM1QbK == nEopl or RulEcNcJG == IX),For every time instant within 8 to 9 time units IM1QbK is consecutively in nEopl or uninterruptedly RulEcNcJG shall be set to IX.,invariance_reachability
always ( IZ6Kwb4j > 157 and IZ6Kwb4j < 732 -> (swu33cw_ >= 4 and swu33cw_ <= 7) until [0:15] (not rise (HKRTCK >= 180)) ),"In the case the value of signal IZ6Kwb4j is higher than 157 and less than 732, then continuously swu33cw_ will keep between [4, 7] till eventually the value of HKRTCK will not increase to greater than or equal to 180, which shall get observed at a certain moment in the subsequent 15 time units.",temporal_response
eventually [0:8] (rise (Xw <= 3) and d == CIllioAF),At a certain time point after at most 8 time units the value of Xw should become less than or equal to 3 eventually and the mode of d is in CIllioAF ultimately.,invariance_reachability
always ( rise (M < 2907) -> eventually [2:4] (tCDlLWL > 0) ),"As soon as the transition action that the value of signal M gets less than 2907 takes place, then the following condition holds: there exists sometime within 2 to 4 time units, at which tCDlLWL ought to be ultimately higher than 0.",temporal_response
always ( DFFPlSzFg >= 783.66 and DFFPlSzFg <= 2065.13 -> always [41:88] (eventually [7:8] (rise (ny < 21))) ),"It is always the case that everytime when the value of signal DFFPlSzFg is greater than or equal to 783.66 and less than or equal to 2065.13 then for each moment in the following 41 to 88 time units, there must be a certain moment in the coming 7 to 8 time units, at which the value of signal ny shall finally get less than 21.",stabilization_recurrence
always [0:8] (AtRE == zUQdjr9W),The mode of AtRE ought to remain in zUQdjr9W consistently for each time point within the first 8 time units.,invariance_reachability
always ( fall (FM8 == 6) -> eur == 74.95 ),"It is always the case that when the event that FM8 deviates from 6 gets observed, then in no time the eur signal needs to stay at 74.95.",immediate_response
always ( fall (pWDxt == 695) -> not fall (y_ASLnIVs > 96) ),It is always the case that whenever the scenario that pWDxt starts not equaling to 695 happens then all of the following conditions hold: promptly the event that the y_ASLnIVs signal becomes less than or equal to 96 will never get detected.,immediate_response
always [0:44] (lkDz7QCT >= 2708.6 and GKW7 > 82.1),"For each time point within the first 44 time units lkDz7QCT remains greater than or equal to 2708.6 continuously, and consistently the value of signal GKW7 will be staying above 82.1.",invariance_reachability
always ( rise (YnQZly >= 4) -> always [2908:3000] (eventually [0:90.03] (xxW3 == gXFsMFiuS)) ),"It is always the case that in case that the scenario that the YnQZly signal goes to greater than or equal to 4 gets detected, then for each time instant within the subsequent 2908 to 3000 time units eventually the state of xxW3 should be set to gXFsMFiuS at a certain time instant in the subsequent 90.03 time units.",stabilization_recurrence
always ( rise (qS_w923fB < 0) -> always (eventually [30:96] (not (H5knYq81Y > 57 and H5knYq81Y < 63))) ),"On condition that the transition action that the value of signal qS_w923fB becomes less than 0 happens then the following condition is true: for each time instant in the future there is a certain moment starting between 30 to 96 time units, at which the value of signal H5knYq81Y oughtn't to be above 57 and less than 63.",stabilization_recurrence
always ( fall (xeATt == 8) -> eventually (rise (Cc9 > 3)) ),"Whenever the transition action that the value of signal xeATt starts not equaling to 8 occurs, then the following condition is true: there will have to exist a time in the future before the simulation ends, at which the transition action that the Cc9 signal rises above 3 must finally occur.",temporal_response
always ( fall (D3e4tZP == 1737) -> always [0:1215] (eventually [0:7] (im5PKj == 94)) ),"It is always the case that everytime when the scenario that the value of signal D3e4tZP begins deviating from 1737 occurs, then the following condition holds: for every time point in the next 1215 time units, the value of im5PKj ought to be finally equal to 94 at a certain time instant within the subsequent 7 time units.",stabilization_recurrence
eventually [0:2] (not (olfm <= 0) and Fok >= 82),At a certain moment within the first 2 time units olfm is finally not less than or equal to 0 and the Fok signal will be at least 82 finally.,invariance_reachability
always ( fall (Lu > 3 and Lu < 5) -> Mex3 == FjnR ),"Everytime when the event that the value of Lu goes out of the bound (3, 5) occurs, then the following condition is true: Mex3 ought to be FjnR at the same moment.",immediate_response
eventually [0:37.0] (rise (HRHMrWrxVY > 94 and HRHMrWrxVY < 97) or (OsC7 >= 6.7 and OsC7 <= 9.2)),"There will exist sometime during the first 37.0 time units, at which finally the transition action that the value of signal HRHMrWrxVY enters the range (94, 97) shall get detected, or ultimately the value of OsC7 will have to be no less than 6.7 and less than or equal to 9.2.",invariance_reachability
always ( rise (O == dM_G) -> always [2020:2753] (eventually [0:92] (uUnhhsyLc > 10)) ),"It is always the case that in case that the scenario that the O signal gets changed to dM_G takes place, then in response for every time instant in the following 2020 to 2753 time units, there is eventually sometime after at most 92 time units, at which the value of signal uUnhhsyLc shall be more than 10.",stabilization_recurrence
always ( rise (aJS < 92.09) -> (BQmtzH == 13.8) until (fall (VHIXSNn == 2442)) ),"Globally, in case that the scenario that aJS becomes lower than 92.09 occurs, then there has to exist a certain time instant in the future before the end of the simulation, at which the event that the VHIXSNn signal starts deviating from 2442 shall be finally detected, and until then BQmtzH has to be always set to 13.8.",temporal_response
eventually [2807:2984] (not (wcH <= 8.69)),"Ultimately there exists a certain moment during the first 2807 to 2984 time units, at which the value of signal wcH must not be no more than 8.69.",invariance_reachability
always [0:14] (qa7ES91oAL == 2941.3 and (Gp > 4 and Gp <= 7)),Within 14 time units the qa7ES91oAL signal should be equal to 2941.3 without interruption and Gp must be larger than 4 and less than or equal to 7 consecutively.,invariance_reachability
always ( rise (IK == V7nMt) -> eventually [0:9.7] (always [0:2] (vDuzr == 955.9)) ),"Globally, when the IK signal is changed to V7nMt, then there ought to ultimately exist a certain moment after at most 9.7 time units, at which for each time point within the subsequent 2 time units, the value of vDuzr will have to equal to 955.9 uninterruptedly.",stabilization_recurrence
always (not rise (k9vOE == IXHulr1_L)),In the future until the execution ends without interruption the event that the state of k9vOE is changed to IXHulr1_L should not get observed.,invariance_reachability
always ( fall (c7LpnTv == 2479) -> eventually (always (ZNAs1cY == 2294)) ),"If the c7LpnTv signal starts deviating from 2479 then the following condition holds: ultimately after a certain time point in the future before the execution ends, the value of signal ZNAs1cY has to remain on 2294 continuously in the future until the execution ends.",stabilization_recurrence
always [0:88] (Bl2w3 == 89),Bl2w3 needs to remain on 89 all the time for every time instant within 88 time units.,invariance_reachability
always [0:0.9] ((_wPV > 1 and _wPV < 10) or s == NNPQ),"For each moment in the first 0.9 time units uninterruptedly _wPV ought to keep larger than 1 and less than 10, or the mode of s keeps in NNPQ all the time.",invariance_reachability
always ( _ == 2535.1 and c > 9.1 -> always [0:1804.75] (eventually [0:1] (LN >= 87)) ),"If the value of _ remains on 2535.1 and the c signal is above 9.1, then the following condition is true: for every time point during the coming 1804.75 time units there shall be a certain moment in the subsequent 1 time units, at which finally LN will have to be greater than or equal to 87.",stabilization_recurrence
eventually [0:1981] (fall (oPQEr47uC >= 2 and oPQEr47uC <= 3)),"Ultimately the scenario that oPQEr47uC gets out of the range [2, 3] must take place at a certain time point during the first 1981 time units.",invariance_reachability
always [0:52] (kqP > 1836),The kqP signal keeps more than 1836 consistently for every time point during the first 52 time units.,invariance_reachability
