STL,English,Type
always (pred1 and pred2),In the future until the execution ends the value of pred1 and uninterruptedly the value of signal pred2,invariance_reachability
always [t1:t2] (pred1 or pred2),"In the first t1 to t2 time units the value of signal pred1 consecutively, or the value of pred2",invariance_reachability
eventually (pred1),The state of signal pred1 at a certain moment in the future before the end of the simulation.,invariance_reachability
always ( rise (pred1) -> (pred2 and pred3) and (pred4 and pred5) ),"Globally, whenever the event that pred1 happens then the following condition holds: without any delay the pred2 and pred3 and pred4 and pred5 immediately.",immediate_response
always ( pred1 and rise (pred2) -> always [0:t1] (eventually [0:t2] (rise (pred3 and pred4))) ),"Globally, whenever the value of pred1 and the scenario that the value of signal pred2 gets observed, then the following condition is true: for each moment during the next t1 time units, at a time within t2 time units, the scenario that the value of pred3 and pred4 needs to be eventually detected.",stabilization_recurrence
always [t1:t2] (pred1 and pred2),"In the first t1 to t2 time units the value of pred1 continuously, and the state of pred2 continuously.",invariance_reachability
always ( rise (pred1) -> pred2 or fall (pred3) ),"On condition that the event that pred1 occurs, then the following condition holds: at the same time instant the value of pred2 or the transition action that pred3 ought to be observed instantly.",immediate_response
always [0:t1] (not (pred1)),"For each time instant in the first t1 time units, consecutively pred1",invariance_reachability
eventually (rise (pred1) and pred2),"At a certain time point in the future before the end of the execution the event that pred1 needs to get detected ultimately, and pred2",invariance_reachability
always ( fall (pred1 and pred2) -> eventually (always [t1:t2] (not (pred3))) ),"It is always the case that if the event that the value of pred1 and pred2 gets detected then all of the following conditions hold: there should be a certain time instant in the future before the execution ends, at which within t1 to t2 time units continuously the pred3",stabilization_recurrence
always ( not (historically [t1:t2] (pred1)) -> always [0:t2] (eventually [0:t3] (fall (pred2))) ),"It is always the case that when within the elapsed t1 to t2 time units, pred1 then for every time instant in the first t2 time units, there shall be a time within the first t3 time units, at which the event that the mode of pred2 should get detected finally.",stabilization_recurrence
always ( (pred1) since [0:t1] (pred2) -> eventually (always [t2:t3] (not (pred3))) ),"It is always the case that when there will be a certain time instant during the last t1 time units, at which the value of pred2 and after this the value of signal pred1 then the following condition holds: there must eventually exist sometime in the future, at which without interruption the value of pred3 for every moment during the next t2 to t3 time units.",stabilization_recurrence
always ( pred1 or (pred2 and pred3) -> rise (pred4) ),"Globally, when pred1 or pred2 and pred3 then the transition action that the pred4 is observed in no time.",immediate_response
always [0:t1] (pred1 or pred2),"For every time instant within t1 time units, the value of signal pred1 or pred2 all the time.",invariance_reachability
always ( rise (pred1) -> pred2 ),"It is always the case that whenever the scenario that the pred1 is detected, then the following condition holds: the mode of signal pred2 right away.",immediate_response
always [0:t1] (pred1),For every time point in the first t1 time units the value of pred1 all the time.,invariance_reachability
always ( not rise (pred1) and not (pred2) -> (pred3) until (not (pred4)) ),"In case that the transition action that pred1 does not get observed and the mode of pred2 then all of the following conditions hold: eventually there shall exist a certain time point in the future before the end of the simulation, at which the value of signal pred4 until then pred3 continuously.",temporal_response
always ( fall (pred1) -> eventually [0:t1] (always [0:t2] (pred2)) ),"It is always the case that when the transition action that the pred1 takes place, then all of the following conditions hold: eventually there ought to be a certain moment during the subsequent t1 time units, at which the state of signal pred2 and this condition uninterruptedly lasts for each time instant within the coming t2 time units.",stabilization_recurrence
always ( pred1 or pred2 -> (not (pred3)) until [t1:t2] (pred4 and pred5) ),"Globally, everytime when the value of signal pred1 or pred2 then the following condition is true: the value of pred3 and ought to consistently continue like this till pred4 and pred5 at sometime in the following t1 to t2 time units.",temporal_response
always ( rise (pred1) -> pred2 and pred3 ),Whenever the event that the value of signal pred1 takes place then the following condition holds: the pred2 immediately and simultaneously the pred3,immediate_response
always ( not (pred1) and pred2 -> always [0:t1] (pred3) ),"In case that pred1 and the value of pred2 then the following condition holds: in the first t1 time units, pred3",temporal_response
always [t1:t2] (not (pred1)),For every moment within t1 to t2 time units without interruption the pred1,invariance_reachability
always ( rise (pred1) -> pred2 ),"Globally, everytime when the event that the state of signal pred1 gets observed then the following condition is true: the value of pred2",immediate_response
always ( pred1 -> always (pred2) ),"Globally, in case that the pred1 then all of the following conditions hold: in the future before the end of the execution the value of pred2 consecutively.",temporal_response
always ( rise (pred1) -> not fall (pred2) ),Whenever the value of signal pred1 then all of the following conditions hold: in no time the event that pred2 should not occur.,immediate_response
always ( once [val1:t1] (pred1) -> historically (pred2 and pred3) ),"Globally, in case that at sometime within the elapsed t1 time units, the value of pred1 then the following condition is true: in the past since the start of the execution the pred2 and pred3",temporal_response
always ( (not (pred1 and pred2)) since [t1:t2] (pred3) -> eventually (pred4) ),"Everytime when the value of pred1 and pred2 consecutively since the pred3 which gets detected at a certain time point during the past t1 to t2 time units once, then there has to be sometime in the future before the end of the execution, at which eventually the pred4",temporal_response
always ( fall (pred1 and pred2) -> rise (always [0:t1] (pred3 and pred4)) ),"Whenever the transition action that the pred1 and pred2 occurs, then in response the subsequent condition has to change from false to true: the pred3 and pred4 and then this scenario will be remaining consistently for each moment within the coming t1 time units.",temporal_response
always (pred1),The mode of signal pred1 in the future until the end of the simulation.,invariance_reachability
always ( rise (pred1) -> eventually [t1:t2] (always (pred2)) ),"It is always the case that when the scenario that the pred1 occurs then eventually at a time within the first t1 to t2 time units, in the future before the end of the simulation, consistently the state of pred2",stabilization_recurrence
always ( pred1 -> not fall (pred2) and rise (pred3) ),It is always the case that in case that the state of pred1 then all of the following conditions are true: the event that the value of pred2 does not take place and the pred3 starting without any delay.,immediate_response
always ( rise (pred1) -> always [0:t1] (eventually [0:t2] (pred2)) ),"When the value of pred1 then in response for every time point during the subsequent t1 time units, ultimately the value of signal pred2 at a certain time point within the coming t2 time units.",stabilization_recurrence
always ( fall (pred1) -> eventually [t1:t2] (always [t3:t4] (pred2)) ),"Globally, whenever the event that the value of signal pred1 happens, then all of the following conditions hold: there finally exists sometime in the first t1 to t2 time units, at which the value of signal pred2 without interruption for each time instant within the next t3 to t4 time units.",stabilization_recurrence
always ( rise (pred1) -> once [t1:t2] (pred2) ),"It is always the case that if the transition action that the value of pred1 happens then all of the following conditions hold: there would have to be a certain time instant in the elapsed t1 to t2 time units once, at which the mode of signal pred2",temporal_response
always ( pred1 and rise (pred2) -> pred3 ),In the case the pred1 and the transition action that the value of pred2 gets detected then without any delay the value of signal pred3,immediate_response
always ( fall (pred1) -> not (eventually (pred2 and pred3)) ),Everytime when the scenario that the pred1 gets observed then in response at any time point in the future before the execution ends pred2 and pred3,temporal_response
always ( not ((pred1) until (pred2 and pred3)) -> eventually [0:t1] (always [0:t2] (pred4)) ),In case that the condition that the value of signal pred1 till pred2 and pred3 ultimately at pred4 and then must remain like this uninterruptedly for every moment in the coming t2 time units.,stabilization_recurrence
eventually [0:t1] (not fall (pred1)),"There must be eventually a certain moment in less than t1 time units, at which the event that pred1 shan't be detected.",invariance_reachability
always ( rise (pred1) or rise (pred2) -> pred3 and pred4 ),"In case that the scenario that the pred1 occurs, or the event that the value of signal pred2 gets detected then the following condition holds: the value of pred3 and pred4 immediately.",immediate_response
always ( not fall (pred1) and pred2 -> not rise ((pred3) until (fall (pred4))) ),"Globally, while the scenario that the value of signal pred1 does not get observed, and the value of pred2 then the subsequent condition is not observed to shift from false to true: the pred3 till the transition action that pred4 is eventually detected at a certain time point in the future before the end of the execution.",temporal_response
always ( fall (pred1) -> eventually [0:t1] (always [0:t2] (pred2)) ),It is always the case that whenever the transition action that the state of pred1 takes place then in response after a certain moment within the first t1 time units the pred2 then this scenario must keep uninterruptedly for every time point within t2 time units.,stabilization_recurrence
always [0:t1] (pred1 and pred2),For every time instant in the first t1 time units pred1 and the value of pred2,invariance_reachability
always ( rise (pred1) -> pred2 and pred3 ),As soon as the scenario that the pred1 gets detected then all of the following conditions hold: in no time the value of signal pred2 and pred3,immediate_response
always ( fall (pred1) -> pred2 and pred3 ),"Globally, everytime when the event that the pred1 takes place then all of the following conditions are true: the pred2 and pred3 without any delay.",immediate_response
always ( rise (pred1) -> eventually [t1:t2] (always [t3:t4] (pred2)) ),"On condition that the scenario that pred1 is detected then there needs to exist sometime during the subsequent t1 to t2 time units ultimately, at which the value of pred2 and then will stay like that uninterruptedly for every time point within the following t3 to t4 time units.",stabilization_recurrence
eventually [t1:t2] (pred1 and (pred2 and pred3)),"There will have to be a certain time point after between t1 to t2 time units, at which finally the pred1 and the value of pred2 and pred3",invariance_reachability
always ( historically [0:t1] (pred1) -> always [t2:t3] (eventually [0:t4] (pred2)) ),"Globally, everytime when during the past t1 time units the pred1 then all of the following conditions hold: for each time point in the subsequent t2 to t3 time units the pred2 finally at sometime within t4 time units.",stabilization_recurrence
eventually [0:t1] (pred1 and pred2),"There needs to be a certain time instant within t1 time units, at which the value of signal pred1 eventually, and the pred2",invariance_reachability
always (not (pred1)),"In the future, continuously the pred1",invariance_reachability
eventually [0:t1] (fall (pred1 and pred2) and pred3),"At a time starting at most t1 time units, eventually the transition action that pred1 and pred2 must occur and finally the mode of signal pred3",invariance_reachability
always [0:t1] (not (pred1) or pred2),"For each moment in the first t1 time units, continuously the pred1 or consecutively the value of pred2",invariance_reachability
always ( fall (pred1) -> always [0:t1] (eventually [0:t2] (pred2 and pred3)) ),"Globally, whenever the scenario that the value of signal pred1 gets observed then in response for every time instant in the first t1 time units, there will have to exist a certain time instant after at most t2 time units, at which the value of pred2 and pred3 ultimately.",stabilization_recurrence
always [t1:t2] (pred1),"For each time point in the first t1 to t2 time units, the value of signal pred1 continuously.",invariance_reachability
always ( rise (pred1) -> always (pred2) ),Whenever the event that the pred1 is observed then the following condition holds: in the future before the execution ends uninterruptedly the value of signal pred2,temporal_response
always [0:t1] (pred1),Consistently the pred1 for the first t1 time units.,invariance_reachability
eventually [0:t1] (rise (pred1 and pred2)),"Eventually there has to be a certain time point within the first t1 time units, at which the transition action that the pred1 and pred2 must be detected.",invariance_reachability
always [0:t1] (pred1),The pred1 for every moment within the first t1 time units.,invariance_reachability
always ( fall (pred1 and pred2) -> always (pred3) ),"Everytime when the event that pred1 and pred2 happens, then the following condition is true: the pred3 and must continue like that consistently in the future before the end of the simulation.",temporal_response
always ( rise (pred1 and pred2) -> eventually [0:t1] (pred3) ),"If the scenario that pred1 and pred2 is detected, then all of the following conditions hold: there has to be a certain time instant within the first t1 time units ultimately, at which the pred3",temporal_response
always ( (pred1) since [0:t1] (pred2 and pred3) -> always [0:t2] (eventually (rise (pred4))) ),"Everytime when pred1 uninterruptedly since the value of pred2 and pred3 once, which would get detected at sometime within the last t1 time units, then all of the following conditions are true: for each moment in the subsequent t2 time units there must exist a certain time point in the future, at which the transition action that pred4 shall eventually take place.",stabilization_recurrence
eventually [0:t1] (rise (pred1 and pred2)),"There ought to be a certain time instant in the first t1 time units, at which the event that the pred1 and pred2 will have to be detected ultimately.",invariance_reachability
always (not (pred1)),The state of pred1 in the future until the simulation ends.,invariance_reachability
always ( rise (pred1 and pred2) -> eventually [0:t1] (always [0:t2] (pred3)) ),"When the event that the value of pred1 and pred2 takes place, then in response eventually there should exist a time within t1 time units, after which during the coming t2 time units the state of signal pred3 uninterruptedly.",stabilization_recurrence
eventually [t1:t2] (pred1 or (pred2 and pred3)),"There will exist a certain time instant during the first t1 to t2 time units, at which the pred1 eventually, or ultimately pred2 and pred3",invariance_reachability
always ( rise (once [t1:t2] (rise (pred1))) -> (pred2) since [0:t3] (rise (pred3 and pred4)) ),"Globally, when the subsequent condition will shift from false to true: the scenario that the value of pred1 will occur at a time in the elapsed t1 to t2 time units then in response at a time within the last t3 time units the transition action that the value of pred3 and pred4 got detected once, since then pred2 consecutively.",temporal_response
always ( pred1 -> (pred2 and pred3) and not fall (pred4 and pred5) ),It is always the case that while the state of pred1 then the following condition holds: right away pred2 and pred3 and right away the transition action that the value of signal pred4 and pred5 will never take place.,immediate_response
always ( pred1 or rise (pred2) -> eventually [0:t1] (always [0:t2] (pred3 and pred4)) ),"Globally, everytime when the value of pred1 or the event that the value of pred2 happens then in response at a certain time instant after at most t1 time units for each time point within the next t2 time units, the value of signal pred3 and pred4",stabilization_recurrence
always ( rise (pred1) -> always [t1:t2] (eventually (pred2 and pred3)) ),"Globally, if the event that the pred1 occurs, then all of the following conditions are true: for each moment within the first t1 to t2 time units there needs to be ultimately sometime in the future before the execution ends, at which the value of signal pred2 and pred3",stabilization_recurrence
always ( (pred1 and pred2) and rise (pred3) -> always (eventually (rise (pred4))) ),"It is always the case that if the value of pred1 and pred2 and the event that pred3 gets observed, then the following condition holds: for every moment in the future before the end of the simulation at a time in the future, the event that pred4 has to be detected ultimately.",stabilization_recurrence
always ( rise (pred1) -> not (pred2) and pred3 ),"Globally, whenever the value of pred1 then in response immediately the pred2 and at the same moment the state of signal pred3",immediate_response
always ( rise (pred1) -> always [val2:t1] (eventually [val2:t2] (not fall (pred2 and pred3))) ),"If the scenario that the value of signal pred1 occurs, then for every time point in the first t1 time units eventually at a certain moment within the next t2 time units the transition action that the pred2 and pred3 oughtn't to be observed.",stabilization_recurrence
always ( pred1 -> pred2 and pred3 ),In the event that the state of pred1 then in response at once the state of pred2 and the pred3 at the same time instant.,immediate_response
eventually [0:t1] (pred1),pred1 at sometime after at most t1 time units.,invariance_reachability
always ( not (once (pred1)) -> not (always [t1:t2] (pred2 and pred3)) ),If for anytime in the past starting from the beginning of the simulation pred1 then in response the condition that the value of pred2 and pred3 for each time point within the next t1 to t2 time units will not be true.,temporal_response
always ( rise (pred1) -> (pred2 and pred3) until [0:t1] (pred4) ),When the transition action that the value of signal pred1 occurs then the following condition is true: the value of pred2 and pred3 until eventually the pred4 which ought to get detected at a certain time point starting at most t1 time units.,temporal_response
always ( once [t1:t2] (pred1) -> (pred2 and pred3) until (not (pred4)) ),"It is always the case that if there would be a certain moment within the elapsed t1 to t2 time units, at which the state of signal pred1 once, then all of the following conditions hold: the value of signal pred2 and pred3 till the value of signal pred4 eventually at a certain time instant in the future.",temporal_response
always ( fall (pred1 and pred2) -> always (eventually (rise (pred3))) ),"In case that the scenario that the value of pred1 and pred2 is observed then in response for every time instant in the future till the execution ends, there must be a time in the future before the end of the execution, at which the scenario that the value of pred3 will have to be detected.",stabilization_recurrence
always ( pred1 or (pred2 and pred3) -> eventually [0:t1] (always [0:t2] (pred4)) ),"Globally, while the value of pred1 or the value of signal pred2 and pred3 then the following condition holds: there needs to exist a certain time point within t1 time units ultimately, after which the pred4 and then will remain like this consecutively in the next t2 time units.",stabilization_recurrence
always ( fall (pred1) -> (pred2 and pred3) since [0:t1] (pred4 and pred5) ),As soon as the transition action that pred1 takes place then the value of signal pred2 and pred3 then this scenario will have kept all the time since once pred4 and pred5 at sometime within the last t1 time units.,temporal_response
always ( pred1 and pred2 -> eventually [0:t1] (always [0:t2] (pred3)) ),It is always the case that if the pred1 and the state of signal pred2 then the following condition holds: at a time within t1 time units for each time point in the subsequent t2 time units consistently the pred3,stabilization_recurrence
always ( fall (pred1) -> pred2 and pred3 ),"Globally, in case that the transition action that the state of pred1 occurs then the value of signal pred2 and pred3 in no time.",immediate_response
always ( once [t1:t2] (rise (pred1)) -> always [0:t3] (eventually [0:t4] (pred2)) ),"Globally, everytime when there would exist a certain moment during the last t1 to t2 time units once, at which the event that the state of signal pred1 would happen then in response for each time instant in the first t3 time units at a time within t4 time units, the value of signal pred2 ultimately.",stabilization_recurrence
always ( not (pred1) and fall (pred2) -> (pred3) until (not fall (pred4)) ),On condition that the value of signal pred1 and the scenario that the value of pred2 happens then all of the following conditions hold: the value of signal pred3 and consistently this condition will hold till the value of pred4 which needs to get detected at a time in the future before the simulation ends ultimately.,temporal_response
always ( rise (pred1 and pred2) -> eventually [0:t1] (pred3) ),"It is always the case that whenever the transition action that the value of pred1 and pred2 happens then all of the following conditions hold: there shall be finally a certain time point within t1 time units, at which the value of signal pred3",temporal_response
always ( historically (pred1) -> always [0:t1] (pred2) ),"Globally, whenever the pred1 continuously in the past since the start of the execution, then all of the following conditions hold: uninterruptedly the value of signal pred2 for each moment during the next t1 time units.",temporal_response
always [0:t1] (pred1 and pred2),"For each time point in the first t1 time units, the value of signal pred1 consecutively, and the pred2",invariance_reachability
eventually (pred1 or fall (pred2 and pred3)),"There will be a time in the future before the end of the execution, at which eventually pred1 or the event that the pred2 and pred3 must eventually take place.",invariance_reachability
always ( fall (pred1) -> pred2 ),"It is always the case that whenever the scenario that the state of signal pred1 happens, then in response promptly the value of pred2",immediate_response
always (pred1 or pred2),"In the future until the simulation ends, uninterruptedly pred1 or the mode of pred2",invariance_reachability
always ( rise (pred1) -> (pred2) until (pred3) ),"It is always the case that if the event that the pred1 happens, then all of the following conditions are true: the value of pred2 then consistently this scenario will have to keep until the value of pred3 which ought to be detected at a certain time instant in the future.",temporal_response
always ( rise (pred1 and pred2) -> not ((pred3) until (pred4)) ),"When the scenario that the pred1 and pred2 gets detected, then in response the following condition must not be true: there exists a time in the future before the end of the simulation eventually, at which the pred4 before that consistently pred3",temporal_response
always ( not (pred1 and pred2) -> eventually [0:t1] (always [0:t2] (pred3)) ),"It is always the case that while the pred1 and pred2 then the following condition holds: there needs to eventually exist a time during the next t1 time units, after which pred3 and will have to continue like that consistently for every time instant within the subsequent t2 time units.",stabilization_recurrence
always ( fall (pred1 and pred2) -> pred3 ),It is always the case that everytime when the pred1 and pred2 then all of the following conditions hold: the value of pred3 promptly.,immediate_response
always ( fall (pred1) -> fall (always [0:t1] (pred2)) ),"It is always the case that whenever the scenario that the mode of signal pred1 takes place, then in response the condition that uninterruptedly the value of pred2 in the next t1 time units will have to be detected to change from true to false.",temporal_response
always ( rise (pred1) -> pred2 and pred3 ),"Globally, everytime when the scenario that the value of pred1 occurs then the following condition holds: pred2 and pred3 at the same moment.",immediate_response
eventually (rise (pred1)),"At a time in the future before the end of the simulation, the event that pred1 will have to happen ultimately.",invariance_reachability
always ( fall (pred1 and pred2) -> always [0:t1] (eventually [0:t2] (rise (pred3))) ),"As soon as the scenario that pred1 and pred2 takes place, then for every moment within the subsequent t1 time units at a time in less than t2 time units, eventually the pred3",stabilization_recurrence
always [0:t1] (pred1 and not (pred2 and pred3)),"For every time instant in the first t1 time units, pred1 and the pred2 and pred3",invariance_reachability
always ( rise (pred1) -> pred2 ),"Whenever the event that the value of signal pred1 happens, then the following condition holds: promptly pred2",immediate_response
always [t1:t2] (pred1 or pred2),"For every time point within t1 to t2 time units pred1 without interruption, or consecutively pred2",invariance_reachability
always ( rise (pred1) -> always [t1:t2] (eventually [0:t3] (pred2)) ),"In case that the mode of signal pred1 then all of the following conditions hold: for every time point in the subsequent t1 to t2 time units at sometime during the next t3 time units, eventually the value of pred2",stabilization_recurrence
always ( rise (pred1) -> fall ((pred2) until [0:t1] (rise (pred3))) ),"It is always the case that whenever the scenario that the value of signal pred1 happens, then in response the condition that pred2 continuously till eventually the value of pred3 at a certain moment after at most t1 time units should be observed to change from true to false.",temporal_response
eventually [0:t1] (rise (pred1 and pred2)),The scenario that pred1 and pred2 needs to happen at a certain time point during the first t1 time units.,invariance_reachability
always ( pred1 and (pred2 and pred3) -> historically [0:t1] (pred4) ),"Globally, during the interval that the value of pred1 and the value of signal pred2 and pred3 then the following condition is true: the value of pred4 and shall keep like this consecutively during the elapsed t1 time units.",temporal_response
always ( rise (pred1) -> eventually (always (not (pred2 and pred3))) ),"It is always the case that when the event that the value of signal pred1 occurs then all of the following conditions are true: there must ultimately exist a time in the future, at which without interruption the value of signal pred2 and pred3 in the future till the end of the simulation.",stabilization_recurrence
always ( rise (pred1) -> always (eventually (pred2)) ),"Everytime when the scenario that the value of pred1 is observed then all of the following conditions hold: for every time instant in the future until the end of the simulation there needs to exist a certain moment in the future before the execution ends, at which the value of pred2 eventually.",stabilization_recurrence
always ( rise (pred1) -> eventually (always (pred2)) ),"On condition that the scenario that the value of pred1 occurs, then there must eventually exist a certain moment in the future before the end of the execution, at which the pred2 all the time in the future till the execution ends.",stabilization_recurrence
always ( rise (pred1 and pred2) -> (pred3) until [0:t1] (pred4) ),"It is always the case that when the event that pred1 and pred2 gets detected, then all of the following conditions are true: the value of signal pred3 and this condition should last until there will be finally a certain time instant during the following t1 time units, at which the mode of signal pred4",temporal_response
always ( pred1 -> eventually [t1:t2] (pred2 and pred3) ),It is always the case that whenever the value of signal pred1 then all of the following conditions hold: the value of signal pred2 and pred3 ultimately at a time within the next t1 to t2 time units.,temporal_response
always ( not (pred1) and pred2 -> rise ((pred3) until [0:t1] (rise (pred4 and pred5))) ),It is always the case that everytime when pred1 and the value of pred2 then the condition that the value of signal pred3 till eventually the value of pred4 and pred5 at a certain moment within t1 time units should be observed to shift from false to true.,temporal_response
always [t1:t2] (pred1),For each time point within the first t1 to t2 time units without interruption pred1,invariance_reachability
always ( rise (pred1) -> pred2 ),It is always the case that when the transition action that the pred1 gets observed then the value of signal pred2 at the same time point.,immediate_response
always ( pred1 or pred2 -> once (pred3 and pred4) ),"Globally, if the value of signal pred1 or the state of pred2 then the pred3 and pred4 once at a time in the past from the beginning of the simulation.",temporal_response
always (not fall (pred1)),In the future without interruption the event that the value of signal pred1 is not detected.,invariance_reachability
always ( fall (pred1) -> (pred2) until [t1:t2] (rise (pred3)) ),"It is always the case that when the event that pred1 takes place then finally there is a certain time point within the next t1 to t2 time units, at which the value of pred3 until then uninterruptedly the pred2",temporal_response
always ( pred1 and pred2 -> pred3 ),In case that the pred1 and the value of pred2 then the following condition holds: the pred3 in no time.,immediate_response
eventually [t1:t2] (not (pred1)),"There exists a certain time instant starting between t1 to t2 time units ultimately, at which the pred1",invariance_reachability
eventually [0:t1] (rise (pred1 and pred2) and rise (pred3)),"There is a certain time point starting at most t1 time units, at which the transition action that the value of signal pred1 and pred2 must get observed and the transition action that the value of signal pred3 is ultimately observed.",invariance_reachability
always ( pred1 -> not (always (pred2 and pred3)) ),"Globally, everytime when pred1 then in response the value of pred2 and pred3 consecutively in the future.",temporal_response
always ( rise (pred1) or rise (pred2) -> eventually [0:t1] (always [0:t2] (pred3)) ),"Globally, when the scenario that the value of pred1 takes place or the transition action that pred2 is observed, then the following condition is true: there must eventually exist a certain moment within the subsequent t1 time units, at which during the coming t2 time units, the pred3",stabilization_recurrence
always ( rise (pred1) -> rise (pred2) and pred3 ),"Globally, whenever pred1 then at the same time point pred2 and at the same time instant pred3",immediate_response
always ( pred1 and pred2 -> eventually [0:t1] (always [0:t2] (not (pred3))) ),During the interval that the state of pred1 and the pred2 then after a certain moment in less than t1 time units the value of pred3 and then must always hold like this during the coming t2 time units.,stabilization_recurrence
always ( rise (pred1) -> pred2 ),It is always the case that everytime when the transition action that pred1 gets detected then the following condition is true: the value of signal pred2,immediate_response
always ( rise (pred1) -> not (eventually [0:t1] (rise (pred2))) ),"In case that the transition action that pred1 takes place then in response there must not be any time instant during the coming t1 time units, at which the scenario that the value of signal pred2 gets detected.",temporal_response
always [t1:t2] (pred1 and not (pred2)),For each time point during the first t1 to t2 time units the value of signal pred1 continuously and the pred2,invariance_reachability
always ( eventually [t1:t2] (fall (pred1 and pred2)) -> eventually [t3:t4] (always (pred3)) ),"It is always the case that when eventually there is a certain time instant in the next t1 to t2 time units, at which the transition action that the pred1 and pred2 gets detected, then all of the following conditions are true: after a certain time instant during the first t3 to t4 time units in the future until the simulation ends, consecutively the value of signal pred3",stabilization_recurrence
always ( once [0:t1] (rise (pred1)) -> always [0:t2] (eventually [0:t3] (fall (pred2))) ),"As soon as at a certain time point within the past t1 time units, the transition action that the pred1 once got observed then the following condition holds: for every moment in the next t2 time units there will have to be a certain time point during the subsequent t3 time units eventually, at which the event that pred2 will have to be detected.",stabilization_recurrence
always [0:t1] (pred1),Continuously the value of pred1 for each time instant in the first t1 time units.,invariance_reachability
always ( historically (pred1 and pred2) -> always (eventually [t1:t2] (fall (pred3))) ),"Whenever pred1 and pred2 in the past since the beginning of the execution, then in response for each time point in the future till the end of the simulation, there should be a certain moment within the next t1 to t2 time units, at which the transition action that the mode of signal pred3 must eventually get detected.",stabilization_recurrence
always ( rise (pred1) -> pred2 ),It is always the case that when the scenario that the value of signal pred1 happens then the following condition holds: at the same time instant the value of signal pred2,immediate_response
always ( historically [t1:t2] (pred1) -> always [t3:t4] (eventually (not (pred2))) ),"In the case within the last t1 to t2 time units the value of pred1 without interruption then the following condition holds: for each time point during the subsequent t3 to t4 time units, at a certain time point in the future, the pred2",stabilization_recurrence
always ( historically [0:t1] (pred1) -> always [t2:t3] (eventually [t4:t5] (rise (pred2))) ),"It is always the case that everytime when pred1 and has been holding like this consecutively during the past t1 time units, then all of the following conditions hold: for each moment within the next t2 to t3 time units eventually there ought to be a certain moment within the first t4 to t5 time units, at which the event that the pred2 has to take place.",stabilization_recurrence
always ( not (pred1) -> eventually [val1:t1] (always (pred2 and pred3)) ),"It is always the case that in case that the pred1 then the following condition holds: finally at a certain time instant during the first t1 time units, the value of pred2 and pred3 then this scenario ought to always hold in the future before the simulation ends.",stabilization_recurrence
always [0:t1] (pred1),"For every time instant within t1 time units, the value of signal pred1",invariance_reachability
always ( pred1 and pred2 -> eventually [0:t1] (always [0:t2] (pred3)) ),"It is always the case that while pred1 and pred2 then the following condition holds: there will have to be a certain time point after at most t1 time units ultimately, at which within the following t2 time units, pred3 consecutively.",stabilization_recurrence
always ( rise (pred1) and pred2 -> always [0:t1] (eventually [0:t2] (pred3)) ),"On condition that the transition action that pred1 gets observed, and pred2 then all of the following conditions are true: for every moment within the first t1 time units, there ought to exist a certain moment within the next t2 time units, at which the state of pred3 ultimately.",stabilization_recurrence
always [0:t1] (not (pred1)),Consecutively the value of pred1 for each time instant during the first t1 time units.,invariance_reachability
always ( rise (pred1) -> always (eventually (pred2)) ),"It is always the case that in case that the event that the mode of signal pred1 is observed then all of the following conditions are true: for every time instant in the future till the execution ends, there exists a certain time instant in the future, at which finally pred2",stabilization_recurrence
always ( rise (pred1 and pred2) -> not rise (pred3) ),"In the case the transition action that the pred1 and pred2 is detected, then all of the following conditions hold: simultaneously the transition action that pred3 shan't get detected.",immediate_response
always ( rise (pred1) and pred2 -> eventually [t1:t2] (pred3) ),"It is always the case that whenever the scenario that pred1 gets detected, and pred2 then the following condition is true: eventually the state of pred3 at a time after between t1 to t2 time units.",temporal_response
eventually [0:t1] (pred1),"There must exist a certain time point after at most t1 time units, at which the value of signal pred1",invariance_reachability
always ( pred1 and rise (pred2) -> pred3 ),"Globally, if the pred1 and the transition action that the value of pred2 gets detected then all of the following conditions hold: the value of pred3 at the same time instant.",immediate_response
always ( rise (pred1) -> (pred2 and pred3) since [0:t1] (not (pred4)) ),"Globally, everytime when the scenario that pred1 occurs, then the following condition is true: the value of signal pred2 and pred3 and then this condition will consecutively hold since at a certain time instant within the past t1 time units, the mode of pred4",temporal_response
always ( pred1 or pred2 -> always [0:t1] (eventually [0:t2] (pred3)) ),"It is always the case that whenever pred1 or pred2 then the following condition holds: for each moment in the following t1 time units, there ought to exist a certain moment during the next t2 time units, at which the mode of signal pred3",stabilization_recurrence
always ( rise (pred1) -> pred2 ),It is always the case that everytime when the scenario that the value of pred1 happens then the value of signal pred2 at the same time instant.,immediate_response
always ( pred1 or pred2 -> pred3 or pred4 ),"Globally, if the pred1 or the value of signal pred2 then all of the following conditions hold: the state of signal pred3 or pred4 in no time.",immediate_response
always ( pred1 or rise (pred2) -> eventually [0:t1] (always [0:t2] (pred3 and pred4)) ),"Globally, in case that the value of signal pred1 or the event that pred2 takes place then all of the following conditions hold: ultimately at a certain moment during the coming t1 time units pred3 and pred4 and shall remain like this without interruption for every time instant during the coming t2 time units.",stabilization_recurrence
eventually [0:t1] (pred1 and pred2),The pred1 and pred2 eventually at a certain time point during the first t1 time units.,invariance_reachability
always ( pred1 and rise (pred2) -> rise (pred3) ),"If pred1 and the event that the value of signal pred2 happens, then the scenario that the value of signal pred3 will have to take place simultaneously.",immediate_response
